index,image,x,y,z
135,000135_1773736726911075635.png,1.5895476163501026,0.10039923846072157,-1.0872969148866443
136,000136_1773736727338623877.png,1.5920806595431316,0.09529700617827794,-1.051385051728905
137,000137_1773736727713272940.png,1.595802500664267,0.09469431930471436,-1.0540517940935332
138,000138_1773736728148724368.png,1.5990905747214301,0.07747124832492333,-1.0424852958451438
139,000139_1773736728547829996.png,1.6354956904174185,0.0817486546267212,-0.8919881405356407
140,000140_1773736728972069485.png,1.674238976277564,0.0691077884059914,-0.6782284264063989
141,000141_1773736729382027331.png,1.6960405228968434,0.07005797248583233,-0.6192808215013246
142,000142_1773736729778429790.png,1.7358195393316724,0.06388778213214714,-0.5262494502493668
143,000143_1773736730169804799.png,1.7688545820921875,0.058057786274878814,-0.4300985599706733
144,000144_1773736730568401079.png,1.8287118276701184,0.04925616398786862,-0.30229753149767025
145,000145_1773736730975557923.png,1.8813946316580332,0.043044402394929036,-0.18712094366551746
146,000146_1773736731373945405.png,1.9430132202824848,0.03447837892475808,-0.05370035878645685
147,000147_1773736731775420713.png,2.0086160593491353,0.024352588433287414,0.08432568366065918
148,000148_1773736732177388683.png,2.059435628347965,0.016036682223852017,0.19511379474270985
149,000149_1773736732574889867.png,2.0924615039107097,0.005844699370038446,0.33162329773907373
150,000150_1773736733040033731.png,2.1019873781683507,-0.002546434856940699,0.4946776951771962
151,000151_1773736733440204485.png,2.1222802945206145,-0.010028670929355527,0.6094448539820052
152,000152_1773736733864388392.png,2.1193017949475923,-0.019168029655508415,0.7491254544653076
153,000153_1773736734265373472.png,2.124558921432491,-0.023985106867371226,0.8143123918849753
154,000154_1773736734663823348.png,2.1310207377049815,-0.03135335014699331,0.9270518161734197
155,000155_1773736735045651511.png,2.1447706650570186,-0.0380767280306077,1.0265948877581945
156,000156_1773736735435861564.png,2.1710060966673823,-0.050958942473173646,1.1867438458382917
157,000157_1773736735928081965.png,2.214256018038034,-0.05978971487116611,1.3444532955755384
158,000158_1773736736337926967.png,2.2505946550819718,-0.07238077395249232,1.5151720613937536
159,000159_1773736736738145573.png,2.2476273453289872,-0.0786541940955036,1.7306454878389916
160,000160_1773736737124423668.png,2.2214630252013623,-0.09269775254123434,1.9112544814390942
161,000161_1773736737562420428.png,2.2140058627047736,-0.10032340967771675,2.0399802275951213
162,000162_1773736737942108408.png,2.202061650967362,-0.10974312117717303,2.176754245985787
163,000163_1773736738336884014.png,2.1850840254941692,-0.11741739000722773,2.3401025677686276
164,000164_1773736738727117546.png,2.1748142443983323,-0.12109034126480356,2.4204845907220687
165,000165_1773736739138227650.png,2.168778546778782,-0.12393756857914559,2.4606455575132986
166,000166_1773736739554986361.png,2.145916786232286,-0.1290724089027959,2.6007674643939347
167,000167_1773736739992295398.png,2.1328233572140802,-0.13188286516239026,2.697044078533402
168,000168_1773736740369311864.png,2.1767537570988047,-0.14171430036954127,2.8517857254829817
169,000169_1773736740775956467.png,2.1828461572550975,-0.14772354790511433,2.961042191153273
170,000170_1773736741206680300.png,2.1924882078946473,-0.15454851997644392,3.11049602360525
171,000171_1773736741584509756.png,2.197625154267444,-0.15822244193878773,3.187691859427981
172,000172_1773736741981610166.png,2.199212742839488,-0.15949453661481947,3.2103512999189165
173,000173_1773736742378266946.png,2.1989010362969865,-0.1596054940344181,3.2121139899920137
174,000174_1773736742781527208.png,2.198782594479958,-0.15967764835224757,3.212018177765208
175,000175_1773736743176133489.png,2.1986681829869332,-0.1595924921408543,3.212203305121425
176,000176_1773736743592623461.png,2.198830269151302,-0.15954784293315488,3.212221833742227
177,000177_1773736744014086297.png,2.1983441766974425,-0.15970579239389027,3.2128549733520204
178,000178_1773736744434971792.png,2.207742720316539,-0.16584629874973056,3.310425010407112
179,000179_1773736744956684037.png,2.221160173600119,-0.17473976785026235,3.4321083352606263
180,000180_1773736745311555608.png,2.2520327038646326,-0.18095312495602572,3.53652206392037
181,000181_1773736745706400036.png,2.2762568428126286,-0.18769105146074755,3.65271462046739
182,000182_1773736746108941985.png,2.308805385785925,-0.1963519114193835,3.8109819535571328
183,000183_1773736746508574810.png,2.3402391459130785,-0.2034165625695139,3.965007082859146
184,000184_1773736746909621340.png,2.3518280804418232,-0.21358468448997142,4.116611057782606
185,000185_1773736747324540330.png,2.324318674530245,-0.2236020774000002,4.2570574898084095
186,000186_1773736747732043545.png,2.299495207616265,-0.23351109271087364,4.37484096763831
187,000187_1773736748301891550.png,2.2643540660966757,-0.239643790878528,4.485327198660616
188,000188_1773736748712739499.png,2.2166622567150474,-0.2465112384256113,4.571991636144656
189,000189_1773736749113759596.png,2.1907361361614606,-0.2477939763286348,4.610996430189875
190,000190_1773736749522601084.png,2.186782770120451,-0.24923858998258708,4.626759434313321
191,000191_1773736749908189090.png,2.1298532866926854,-0.25869939167029005,4.743708858153872
